"No.","Time","Source","Destination","Protocol","Length","Info"
"5408","9.607019000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5409","9.607021000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5410","9.607153000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1882069 Win=202940 Len=0"
"5411","9.607979000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5412","9.607981000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5413","9.607984000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5414","9.608116000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1886449 Win=201480 Len=0"
"5415","9.608955000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5416","9.608959000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5417","9.609155000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1889369 Win=210240 Len=0"
"5418","9.609979000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5419","9.609982000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5420","9.610112000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1892289 Win=213160 Len=0"
"5421","9.610940000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5422","9.610942000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5423","9.611077000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1895209 Win=211700 Len=0"
"5424","9.611902000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5425","9.611904000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5426","9.612046000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1898129 Win=210240 Len=0"
"5427","9.612874000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5428","9.612876000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5429","9.613007000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1901049 Win=210240 Len=0"
"5430","9.613776000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5431","9.613779000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5432","9.613875000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1903969 Win=208780 Len=0"
"5433","9.614652000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5434","9.614656000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5435","9.614802000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1906889 Win=208780 Len=0"
"5436","9.615599000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5437","9.615603000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5438","9.615775000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1909809 Win=207320 Len=0"
"5439","9.616624000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5440","9.616628000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5441","9.616635000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5442","9.616850000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1914189 Win=207320 Len=0"
"5443","9.617647000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5444","9.617650000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5445","9.617801000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1917109 Win=214620 Len=0"
"5446","9.618597000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5447","9.618601000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5448","9.618773000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1920029 Win=213160 Len=0"
"5449","9.619626000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5450","9.619630000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5451","9.619766000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1922949 Win=213160 Len=0"
"5452","9.620589000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5453","9.620593000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5454","9.620751000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1925869 Win=211700 Len=0"
"5455","9.621561000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5456","9.621563000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5457","9.621651000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1928789 Win=211700 Len=0"
"5458","9.622491000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5459","9.622508000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5460","9.622644000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1931709 Win=210240 Len=0"
"5461","9.623486000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5462","9.623490000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5463","9.623502000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5464","9.623660000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1936089 Win=208780 Len=0"
"5465","9.624512000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5466","9.624525000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5467","9.624659000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1939009 Win=211700 Len=0"
"5468","9.625502000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5469","9.625514000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5470","9.625655000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1941929 Win=210240 Len=0"
"5471","9.626507000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5472","9.626518000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5473","9.626654000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1944849 Win=210240 Len=0"
"5474","9.627507000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5475","9.627519000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5476","9.627527000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5477","9.627662000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1949229 Win=208780 Len=0"
"5478","9.628524000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5479","9.628528000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5480","9.628663000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1952149 Win=216080 Len=0"
"5481","9.629519000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5482","9.629526000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5483","9.629532000","199.233.57.41","24.6.173.220","TCP","60","80 > 10743 [RST, ACK] Seq=833 Ack=1637 Win=5686 Len=0"
"5484","9.629686000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1955069 Win=217540 Len=0"
"5485","9.630544000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5486","9.630549000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5487","9.630686000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1957989 Win=217540 Len=0"
"5488","9.631548000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5489","9.631552000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5490","9.631685000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1960909 Win=216080 Len=0"
"5491","9.632537000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5492","9.632542000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5493","9.632679000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1963829 Win=214620 Len=0"
"5494","9.633533000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5495","9.633538000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5496","9.633678000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1966749 Win=213160 Len=0"
"5497","9.634530000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5498","9.634539000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5499","9.634544000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5500","9.634694000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1971129 Win=213160 Len=0"
"5501","9.635551000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5502","9.635555000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5503","9.635691000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1974049 Win=214620 Len=0"
"5504","9.636554000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5505","9.636559000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5506","9.636690000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1976969 Win=213160 Len=0"
"5507","9.637575000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5508","9.637579000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5509","9.637689000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1979889 Win=213160 Len=0"
"5510","9.638540000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5511","9.638544000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5512","9.638683000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1982809 Win=211700 Len=0"
"5513","9.639535000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5514","9.639538000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5515","9.639676000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1985729 Win=210240 Len=0"
"5516","9.640531000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5517","9.640536000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5518","9.640678000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1988649 Win=210240 Len=0"
"5519","9.641529000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5520","9.641533000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5521","9.641662000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1991569 Win=208780 Len=0"
"5522","9.642485000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5523","9.642487000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5524","9.642490000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5525","9.642619000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1995949 Win=208780 Len=0"
"5526","9.643454000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5527","9.643457000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5528","9.643585000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=1998869 Win=210240 Len=0"
"5529","9.644348000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5530","9.644350000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5531","9.644454000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=2001789 Win=210240 Len=0"
"5532","9.645286000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5533","9.646109000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5534","9.646120000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5535","9.646123000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5536","9.646416000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=2007629 Win=207320 Len=0"
"5537","9.647259000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5538","9.647263000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5539","9.647430000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=2010549 Win=214620 Len=0"
"5540","9.648269000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5541","9.648272000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5542","9.648441000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=2013469 Win=216080 Len=0"
"5543","9.649282000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5544","9.649285000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5545","9.649291000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5546","9.649455000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=2017849 Win=216080 Len=0"
"5547","9.650296000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5548","9.650300000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5549","9.650466000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=2020769 Win=223380 Len=0"
"5550","9.651302000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5551","9.652215000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5552","9.652221000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5553","9.652227000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5554","9.652395000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=2026609 Win=219000 Len=0"
"5555","9.653233000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5556","9.653237000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5557","9.653403000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=2029529 Win=217540 Len=0"
"5558","9.654430000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5559","9.654433000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5560","9.654561000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=2032449 Win=217540 Len=0"
"5561","9.655346000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5562","9.655350000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5563","9.655356000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5564","9.655540000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=2036829 Win=216080 Len=0"
"5565","9.656344000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5566","9.656347000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5567","9.656529000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=2039749 Win=223380 Len=0"
"5568","9.657331000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5569","9.657334000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5570","9.657471000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=2042669 Win=223380 Len=0"
"5571","9.658283000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5572","9.658286000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5573","9.658379000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=2045589 Win=221920 Len=0"
"5574","9.659205000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5575","9.659207000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5576","9.659306000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=2048509 Win=220460 Len=0"
"5577","9.660130000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5578","9.660958000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5579","9.660962000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5580","9.660966000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5581","9.661095000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=2054349 Win=217540 Len=0"
"5582","9.661921000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5583","9.662722000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5584","9.662725000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5585","9.662727000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5586","9.662855000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=2060189 Win=211700 Len=0"
"5587","9.663615000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5588","9.664473000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5589","9.664476000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5590","9.664482000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5591","9.664667000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=2066029 Win=208780 Len=0"
"5592","9.665495000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5593","9.666326000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5594","9.666330000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5595","9.666460000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=2070409 Win=216080 Len=0"
"5596","9.667283000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5597","9.667286000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5598","9.667417000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=2073329 Win=214620 Len=0"
"5599","9.668243000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5600","9.668245000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5601","9.668378000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=2076249 Win=214620 Len=0"
"5602","9.669203000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5603","9.669205000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5604","9.669208000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5605","9.669391000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=2080629 Win=213160 Len=0"
"5606","9.670216000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5607","9.671071000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5608","9.671074000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5609","9.671080000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5610","9.671207000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=2086469 Win=219000 Len=0"
"5611","9.671975000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5612","9.671978000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5613","9.672109000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=2089389 Win=226300 Len=0"
"5614","9.672933000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5615","9.672935000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5616","9.673069000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=2092309 Win=226300 Len=0"
"5617","9.673895000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5618","9.673898000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5619","9.674028000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=2095229 Win=226300 Len=0"
"5620","9.674805000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5621","9.674807000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5622","9.674933000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=2098149 Win=224840 Len=0"
"5623","9.675693000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5624","9.675695000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5625","9.675789000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=2101069 Win=223380 Len=0"
"5626","9.676626000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5627","9.676628000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5628","9.676717000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=2103989 Win=221920 Len=0"
"5629","9.677576000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5630","9.677578000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5631","9.677652000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=2106909 Win=220460 Len=0"
"5632","9.678469000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5633","9.678471000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5634","9.678579000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=2109829 Win=219000 Len=0"
"5635","9.679342000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5636","9.679344000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5637","9.679485000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=2112749 Win=217540 Len=0"
"5638","9.680605000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5639","9.680607000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5640","9.680610000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5641","9.680704000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=2117129 Win=217540 Len=0"
"5642","9.681549000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5643","9.682602000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5644","9.682606000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5645","9.682609000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5646","9.682702000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=2122969 Win=221920 Len=0"
"5647","9.683547000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5648","9.683550000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5649","9.683631000","24.6.173.220","184.84.222.144","TCP","54","10854 > 80 [ACK] Seq=427 Ack=2125889 Win=229220 Len=0"
"5650","9.684593000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5651","9.685527000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5652","9.685538000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
"5653","9.685540000","184.84.222.144","24.6.173.220","TCP","1514","[TCP segment of a reassembled PDU]"
